Date	BRCA1	RNF53	BRCC1	PPP1R53	FANCS	BRCA2	FANCD1	FACD	FANCD	FAD	FAD1	BRCC2	XRCC11
2008-3	83	0	0	0	0	65	0	0	0	2	0	0	0
2008-4	35	0	0	0	0	23	0	0	0	3	0	0	0
2008-5	37	0	0	0	0	22	1	0	0	1	0	0	0
2008-6	26	0	0	0	0	16	0	0	0	2	0	0	0
2008-7	27	0	0	0	0	15	0	0	0	1	0	0	0
2008-8	36	0	0	0	0	28	0	0	0	2	0	0	0
2008-9	17	0	0	0	0	9	1	0	0	3	0	0	0
2008-10	28	0	0	0	0	11	0	0	0	1	0	0	0
2008-11	27	0	0	0	0	14	0	0	0	1	0	0	0
2008-12	11	0	0	0	0	5	0	0	0	1	0	0	0
2009-1	29	0	0	0	0	24	1	0	0	1	0	0	0
2009-2	25	0	0	0	0	16	0	0	0	0	0	0	0
2009-3	32	0	0	0	0	20	0	0	0	1	0	0	0
2009-4	34	0	0	0	0	17	0	0	0	1	0	0	0
2009-5	11	0	0	0	0	5	0	0	0	1	0	0	0
2009-6	28	0	0	0	0	14	1	0	0	1	0	0	0
2009-7	32	0	0	0	0	14	0	0	0	2	0	0	0
2009-8	22	0	0	0	0	10	0	0	0	0	0	0	0
2009-9	25	0	0	0	0	15	0	0	0	0	0	0	0
2009-10	24	0	0	0	0	15	0	0	0	0	0	0	0
2009-11	9	0	0	0	0	3	0	0	0	0	0	0	0
2009-12	40	0	0	0	0	23	0	0	0	3	0	0	0
2010-1	20	0	0	0	0	14	0	0	0	1	0	0	0
2010-2	30	0	0	0	0	22	0	0	0	2	0	0	0
2010-3	45	0	0	0	0	21	0	0	0	6	0	0	0
2010-4	29	0	0	0	0	8	0	0	0	6	0	0	0
2010-5	26	0	0	0	0	14	0	0	0	1	0	0	0
2010-6	33	0	0	0	0	25	0	0	0	1	0	0	0
2010-7	17	0	0	0	0	12	0	0	0	1	0	0	0
2010-8	34	0	0	0	0	23	0	0	0	3	0	0	0
2010-9	27	0	0	0	0	21	0	0	0	2	0	0	0
2010-10	27	0	0	0	0	16	0	0	0	1	0	0	0
2010-11	9	0	0	0	0	8	0	0	0	1	0	0	0
2010-12	29	0	0	0	0	30	0	0	0	2	0	0	0
2011-1	29	0	0	0	0	16	0	0	0	2	0	0	0
2011-2	30	0	0	0	0	21	0	0	0	0	0	0	0
2011-3	39	0	0	0	0	25	0	0	0	1	0	0	0
2011-4	19	0	0	0	0	15	0	0	0	3	0	0	0
2011-5	37	0	0	0	0	22	0	0	0	1	0	0	0
2011-6	31	0	0	0	0	15	0	0	0	0	0	0	0
2011-7	31	0	0	0	0	20	0	0	0	3	0	0	0
2011-8	29	0	0	0	0	14	0	0	0	1	0	0	0
2011-9	44	0	0	0	0	29	0	0	0	2	0	0	0
2011-10	30	0	0	0	0	16	0	0	0	4	0	0	0
2011-11	20	0	0	0	0	10	0	0	0	0	0	0	0
2011-12	36	0	0	0	0	19	0	0	0	3	0	0	0
2012-1	31	0	0	0	0	23	0	0	0	2	0	0	0
2012-2	11	0	0	0	0	8	0	0	0	2	0	0	0
2012-3	23	0	0	0	0	16	0	0	0	4	0	0	0
2012-4	28	0	0	0	0	20	0	0	0	0	0	0	0
2012-5	28	0	0	0	0	20	0	0	0	2	0	0	0
2012-6	37	0	0	0	0	16	0	0	0	3	0	0	0
2012-7	26	0	0	0	0	16	0	0	0	4	0	0	0
2012-8	24	0	0	0	0	14	0	0	0	2	0	0	0
2012-9	24	0	0	0	0	16	0	0	0	3	0	0	0
2012-10	20	0	0	0	0	10	0	0	0	0	0	0	0
2012-11	15	0	0	0	0	10	0	0	0	1	0	0	0
2012-12	45	0	0	0	0	23	0	0	0	4	0	0	0
2013-1	34	0	0	0	0	20	0	0	0	4	0	0	0
2013-2	18	0	0	0	0	6	0	0	0	0	0	0	0
2013-3	25	0	0	0	0	7	0	0	0	1	0	0	0
2013-4	26	0	0	0	0	12	0	0	0	0	0	0	0
2013-5	33	0	0	0	0	13	0	0	0	2	0	0	0
2013-6	38	0	0	0	0	26	0	0	0	0	0	0	0
2013-7	56	0	0	0	0	40	1	0	0	0	0	0	0
2013-8	33	0	0	0	0	14	0	0	0	3	0	0	0
2013-9	39	0	0	0	0	16	0	0	0	3	0	0	0
2013-10	23	0	0	0	0	16	0	0	0	0	0	0	0
2013-11	13	0	0	0	0	9	0	0	0	0	0	0	0
2013-12	21	0	0	0	0	9	0	0	0	0	0	1	0
2014-1	30	0	0	0	0	15	0	0	0	1	0	0	0
2014-2	18	0	0	0	0	14	0	0	0	0	0	0	0
2014-3	19	0	0	0	0	10	0	0	0	0	0	0	0
2014-4	26	0	0	0	0	15	0	0	0	0	0	0	0
2014-5	30	0	0	0	0	14	2	0	0	0	0	0	0
2014-6	35	0	0	0	0	21	0	0	0	3	0	0	0
2014-7	27	0	0	0	0	11	1	0	0	2	0	0	0
2014-8	25	0	0	0	0	13	0	0	0	2	0	0	0
2014-9	31	0	0	0	0	14	0	0	0	2	0	0	0
2014-10	27	0	0	0	0	17	1	0	0	1	0	0	0
2014-11	23	0	0	0	0	14	0	0	0	2	0	0	0
2014-12	32	0	0	0	0	16	0	0	0	0	0	0	0
2015-1	22	0	0	0	0	13	0	0	0	7	0	0	0
2015-2	22	0	0	0	0	18	0	0	0	3	0	0	0
2015-3	29	0	0	0	0	18	0	0	0	4	0	0	0
2015-4	26	0	0	0	0	16	0	0	0	1	0	0	0
2015-5	26	0	0	0	0	16	0	0	0	2	0	0	0
2015-6	30	0	0	0	0	18	0	0	0	1	0	0	0
2015-7	15	0	0	0	0	10	0	0	0	1	0	0	0
2015-8	28	0	0	0	0	17	0	0	0	2	0	0	0
2015-9	22	0	0	0	0	18	0	0	0	1	0	0	0
2015-10	32	0	0	0	0	13	0	0	0	2	0	0	0
2015-11	13	0	0	0	0	5	0	0	0	0	0	0	0
2015-12	37	0	0	0	0	22	0	0	0	2	0	0	0
2016-1	32	0	0	0	0	15	0	0	0	3	0	0	0
2016-2	7	0	0	0	0	4	0	0	0	1	0	0	0
2016-3	14	0	0	0	0	7	0	0	0	0	0	1	0
2016-4	18	0	0	0	0	9	0	0	0	1	0	0	0
2016-5	17	0	0	0	0	16	0	0	0	1	0	0	0
2016-6	32	0	0	0	0	16	0	0	0	3	0	0	0
2016-7	11	0	0	0	0	5	0	0	0	0	0	0	0
2016-8	15	0	0	0	0	7	0	0	0	2	0	0	0
2016-9	12	0	0	0	0	6	0	0	0	2	0	0	0
2016-10	25	0	0	0	0	11	0	0	0	2	0	0	0
2016-11	19	0	0	0	0	14	0	0	0	0	0	0	0
2016-12	33	0	0	0	0	12	0	0	0	1	0	0	0
2017-1	8	0	0	0	0	4	0	0	0	0	0	0	0
2017-2	6	0	0	0	0	6	0	0	0	0	0	0	0
2017-3	9	0	0	0	0	7	0	0	0	1	0	0	0
2017-4	12	0	0	0	0	8	0	0	0	1	0	0	0
2017-5	11	0	0	0	0	3	0	0	0	1	0	0	0
2017-6	6	0	0	0	0	2	0	0	0	1	0	0	0
2017-7	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-8	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-9	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-10	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-11	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-12	0	0	0	0	0	0	0	0	0	0	0	0	0
